"Provincia","Nombre","Dirección","Gasolina 95","Gasolina 98","Gasoleo A"
"Cáceres","CAMPSA","AUTOVIA N-630 KM. 454,3, VILLAR DE PLASENCIA","1,369€","1,489€","1,319€"
"Cáceres","CAMPSA","CARRETERA 513 KM. 96,8, ZARZA DE GRANADILLA","1,379€","€","1,329€"
"Cáceres","CAMPSA","CARRETERA N-521 KM. 151, VALENCIA DE ALCANTARA","1,359€","1,499€","1,309€"
"Cáceres","CAMPSA","CARRETERA CACERES-MEDELLIN KM. 49,200, ALMOHARIN","1,339€","1,479€","1,269€"
"Cáceres","CAMPSA","CARRETERA CCL KM. 1, AHIGAL","1,379€","€","1,329€"
"Cáceres","BP E.S. LAS CIGÜEÑAS","CALLE DANIEL FAHRENHEIT, 2, PLASENCIA","1,347€","1,447€","1,297€"
"Cáceres","BP","CARRETERA NACIONAL V KM. 287,9, ESCURIAL","1,369€","€","1,309€"
"Cáceres","BATAN","CTRA. C-511 km 74,600, BATAN (EL)","1,318€","€","1,268€"
"Cáceres","AZUL-OIL","CARRETERA JARANDILLA KM. 36, NAVALMORAL DE LA MATA","1,309€","€","1,237€"
"Cáceres","AVIA","CALLE PUERTO, 3, ZARZA LA MAYOR","1,349€","€","1,279€"
"Cáceres","AUTONET&OIL","CALLE EMILIO CARDENAL HERNÁNDEZ, 2, CACERES","1,309€","€","1,229€"
"Cáceres","AGRUPACION COOP. VALLE DEL JERTE","CARRETERA NACIONAL 110 KM. 381,000, VALDASTILLAS","1,303€","€","1,244€"
"Cáceres","(sin rótulo)","CORIA-SALAMANCA km 41, PINOFRANQUEADO","1,329€","€","1,279€"
"Cáceres","(SIN RÓTULO)","C-501 km 43, CUACOS DE YUSTE","1,339€","€","1,249€"
"Cáceres","PETROL STATION","CALLE HERNAN CORTES, 84, JARAIZ DE LA VERA","1,319€","€","1,219€"
"Cádiz","WINDFUEL TARIFA LOW COST","POLIGONO LA VEGA, 511, TARIFA","1,309€","€","1,259€"
"Cádiz","VIVA","CALLE ALBERT EINSTEIN, 12, ARENALES (LOS)","1,309€","€","1,219€"
"Cádiz","VEJER GADIR (II)","CARRETERA A-2230 KM. 7,1, PALMAR EL","1,409€","€","1,329€"
"Cádiz","U.S. TORREGUADIARO","AVENIDA MAR DEL SUR, 18, TORREGUADIARO","1,339€","€","1,259€"
"Cádiz","TARIFUEL","URBANIZACIÓN LA MARINA, 614, TARIFA","1,309€","€","1,259€"
"Cádiz","TARIFA OIL","CALLE ALGECIRAS, 58, TARIFA","1,309€","1,439€","1,259€"
"Cádiz","TAMOIL","POLIGONO SUR MANZANA 23 UE-2H, 1, JEREZ DE LA FRONTERA","1,359€","1,399€","1,269€"
"Cádiz","SP","CARRETERA CR CA-603 KM. 4,2, PUERTO DE SANTA MARIA (EL)","1,377€","1,449€","1,256€"
"Cádiz","SP","CARRETERA CR CA-603 KM. 4,350, PUERTO DE SANTA MARIA (EL)","1,377€","€","1,256€"
"Cádiz","SHELL","AVDA.DE HUELVA, SANLUCAR DE BARRAMEDA","1,409€","1,549€","1,329€"
"Cádiz","SHELL","C/ LUIS M. FERNÁNDEZ, S/N km CENTRO COMERCIAL M, PUERTO DE SANTA MARIA (EL)","1,349€","€","1,249€"
"Cádiz","SHELL","CARRETERA CIRCUNVALACION KM. 639,8, JEREZ DE LA FRONTERA","1,369€","1,499€","1,289€"
"Cádiz","SHELL","CARRETERA A-2001 KM. 19,65, SANLUCAR DE BARRAMEDA","1,379€","1,519€","1,309€"
"Cádiz","SHELL","P.IND.POLIG. IND. LA ISLETA S/N N-IV, KM 654,7, PUERTO DE SANTA MARIA (EL)","1,394€","1,534€","1,299€"
"Cádiz","SHELL","AVENIDA RONDA NORTE, 2, LINEA LA CONCEPCION (LA)","1,404€","1,554€","1,319€"
"Cádiz","SHELL","A- 4 km 628.5, JEREZ DE LA FRONTERA","1,389€","1,529€","1,319€"
"Cádiz","SHELL","CARRETERA CALVARIO (EL) KM. S/N, JEREZ DE LA FRONTERA","1,399€","1,539€","1,299€"
"Cádiz","SHELL","A 480 KM 25,8, JEREZ DE LA FRONTERA","1,409€","1,549€","1,309€"
"Cádiz","SHELL","CR N-340 CADIZ-MALAGA KM (AUTOVIA km 124), SAN ROQUE","1,379€","1,519€","1,284€"
"Cádiz","SHELL","AVENIDA VIRGEN DEL CARMEN-PARCELA, 3, ALGECIRAS","1,399€","1,539€","1,319€"
"Cádiz","SHELL","AVENIDA DEL MUEBLE, S/N, CHICLANA DE LA FRONTERA","1,399€","1,539€","1,309€"
"Cádiz","SHELL","CL.GIBRALTAR (ZONA FRANCA), Nº3, CADIZ","1,399€","1,539€","1,309€"
"Cádiz","SERVIMALOCA,S.L.","POLIGONO P.I.MARISMAS DE PALMONES C/ MAR CANTABRICO PARCELA IT 2.12, 2,12, PALMONES","1,345€","€","1,283€"
"Cádiz","SARAS","CTRA. N-340, PK. km 107,325, ALGECIRAS","1,379€","1,496€","1,289€"
"Cádiz","SAN ISIDRO","CARRETERA JEREZ CARTAGENA A-384 KM. 15,100, BORNOS","€","€","1,279€"
"Cádiz","REPSOL. MAXIGEL S.L. E.S.Nª Sª DE LA LUZ","BATALLA DEL SALADO S/N, TARIFA","1,369€","1,509€","1,319€"
"Cádiz","REPSOL BUTANO","CALLE OPALO, 17, JEREZ DE LA FRONTERA","€","€","€"
"Cádiz","REPSOL","CARRETERA A-381 KM. 94, BARRIOS (LOS)","1,409€","1,509€","1,329€"
"Cádiz","REPSOL","CARRETERA N-340A KM. 103, ALGECIRAS","1,399€","1,519€","1,329€"
"Cádiz","REPSOL","CARRETERA BARROSA DE LA KM. 1,300, CHICLANA DE LA FRONTERA","1,409€","1,551€","1,329€"
"Cádiz","REPSOL","CARRETERA A-384 KM. 43,500, ALGODONALES","1,399€","€","1,299€"
"Cádiz","REPSOL","ROTONDA CUATRO CAMINOS, S/N, JEREZ DE LA FRONTERA","1,389€","1,499€","1,299€"
"Cádiz","REPSOL","CARRETERA CA-603 KM. 0,500, SANLUCAR DE BARRAMEDA","1,359€","1,499€","1,289€"
"Cádiz","REPSOL","CARRETERA N 4 KM. 668,6, PUERTO REAL","1,409€","€","1,329€"
"Cádiz","REPSOL","CARRETERA C-341 KM. 112,7, SAN PABLO DE BUCEITE","1,414€","€","1,339€"
"Cádiz","REPSOL","CARRETERA ARCOS - EL BOSQUE KM. 3, ARCOS DE LA FRONTERA","1,389€","1,529€","1,319€"
"Cádiz","REPSOL","AVENIDA ARCOS SIN NUMERO, SN, VILLAMARTIN","1,369€","1,509€","1,269€"
"Cádiz","REPSOL","CR C-344, 3,0, ARCOS DE LA FRONTERA","1,149€","1,268€","1,019€"
"Cádiz","REPSOL","CR C-3331, 20, UBRIQUE","1,369€","1,509€","1,309€"
"Cádiz","REPSOL","CARRETERA A 480 KM. 1,2, CHIPIONA","1,389€","1,529€","1,305€"
"Cádiz","REPSOL","CARRETERA CADIZ-MALAGA KM. 16,700, CONIL DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","AVENIDA LIBERTAD, S/N, ROTA","1,399€","1,539€","1,319€"
"Cádiz","REPSOL","PG INDUS.FADRICAS C/FERROCARRIL, 10, SAN FERNANDO","1,369€","1,509€","1,309€"
"Cádiz","REPSOL","AUTOVIA A-7 KM. 116,000, SAN ROQUE","1,409€","1,529€","1,339€"
"Cádiz","REPSOL","CR P-603 ,P.K. 1 M.I., PUERTO DE SANTA MARIA (EL)","1,369€","1,509€","1,319€"
"Cádiz","REPSOL","AVENIDA PRESIDENTE ADOLFO SUAREZ, 4, JEREZ DE LA FRONTERA","1,369€","1,479€","1,299€"
"Cádiz","REPSOL","CR CA-343, 21, ESPERA","1,329€","€","1,249€"
"Cádiz","REPSOL","CARRETERA N-342 KM. 4, JEREZ DE LA FRONTERA","1,369€","1,479€","1,299€"
"Cádiz","REPSOL","CL PASEO DE LAS DELICIAS, 1, JEREZ DE LA FRONTERA","1,369€","1,469€","1,299€"
"Cádiz","REPSOL","CARRETERA A-381 KM. 11,500, TORRECERA","1,409€","1,509€","1,329€"
"Cádiz","REPSOL","AVENIDA MEDINA SIDONIA, S/N, JEREZ DE LA FRONTERA","1,369€","1,469€","1,299€"
"Cádiz","REPSOL","CL BARRIO CAULINA -(CRTA ACCESO N-4, JEREZ DE LA FRONTERA","1,369€","1,479€","1,299€"
"Cádiz","REPSOL","AVENIDA ANDALUCIA, 2, CADIZ","1,239€","1,349€","1,089€"
"Cádiz","REPSOL","CARRETERA DE CORTES KM. 18, BARCA DE LA FLORIDA (LA)","1,369€","€","1,279€"
"Cádiz","REPSOL","CARRETERA CR-440,32C-440 KM. 32, MEDINA-SIDONIA","1,359€","1,499€","1,299€"
"Cádiz","REPSOL","AVENIDA ANDALUCIA, 97, PATERNA DE RIVERA","1,399€","€","1,349€"
"Cádiz","REPSOL","CARRETERA C-440 KM. 2, JEREZ DE LA FRONTERA","1,369€","1,469€","1,299€"
"Cádiz","REPSOL","CARRETERA N-340 KM. 11,375, CHICLANA DE LA FRONTERA","1,399€","€","1,329€"
"Cádiz","REPSOL","AVENIDA ALCALDE MANUEL DE LA PINTA, 22, CADIZ","1,389€","1,489€","1,299€"
"Cádiz","REPSOL","AVENIDA ANDALUCIA, 2, CADIZ","1,389€","1,489€","1,299€"
"Cádiz","REPSOL","AVENIDA ARCOS, 59, JEREZ DE LA FRONTERA","1,395€","1,515€","1,309€"
"Cádiz","REPSOL","CALLE RODRIGO DE JEREZ, 2, JEREZ DE LA FRONTERA","1,279€","1,389€","1,179€"
"Cádiz","REPSOL","AUTOPISTA AUT-PEAJE A-4 SEV-CADIZ KM. 641,5, JEREZ DE LA FRONTERA","1,085€","1,204€","0,959€"
"Cádiz","REPSOL","CARRETERA C-440 KM. 2, JEREZ DE LA FRONTERA","1,249€","1,379€","1,119€"
"Cádiz","REPSOL","CARRETERA A-383 KM. 4,7, LINEA LA CONCEPCION (LA)","1,389€","1,489€","1,309€"
"Cádiz","REPSOL","AVENIDA DUQUE DE ABRANTES, S/N, JEREZ DE LA FRONTERA","1,389€","€","1,299€"
"Cádiz","REPSOL","CARRETERA CA-603 KM. 0,500, SANLUCAR DE BARRAMEDA","1,359€","1,459€","1,249€"
"Cádiz","REPSOL","CALLE CARRETERA, 37, CONIL DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","AVENIDA DE SEVILLA, 45, TREBUJENA","1,419€","1,549€","1,329€"
"Cádiz","REPSOL","AVENIDA PRESIDENTE ADOLFO SUAREZ, 3, JEREZ DE LA FRONTERA","1,369€","€","1,299€"
"Cádiz","REPSOL","CALLE REAL (CAMPAMENTO), 79, CAMPAMENTO","1,389€","1,489€","1,309€"
"Cádiz","REPSOL","AVENIDA JOSE LEON DE CARRANZA, 16, CADIZ","1,389€","1,489€","1,299€"
"Cádiz","REPSOL","CR N-340, 12,3, CHICLANA DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","AVENIDA REYES CATOLICOS, 15, CHICLANA DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","AVENIDA MUEBLE DEL, 1, CHICLANA DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","BARRIADA LA PLATA, S/N, JEREZ DE LA FRONTERA","1,395€","1,515€","1,309€"
"Cádiz","REPSOL","AVENIDA JULIAN BESTEIRO, 41, OLVERA","1,389€","1,499€","1,309€"
"Cádiz","REPSOL","AV SEGUNDA AGUADA, 2 C, CADIZ","1,389€","1,489€","1,299€"
"Cádiz","REPSOL","PLAZA VICTORIA, S/N, CADIZ","1,405€","€","1,299€"
"Cádiz","REPSOL","PASEO VICTORIA EUGENIA, S/N, ALGECIRAS","1,399€","1,519€","1,329€"
"Cádiz","REPSOL","CARRETERA MEDINA KM. 0,625, CHICLANA DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","CALLE MARTIN FERRADOR, SN, JEREZ DE LA FRONTERA","1,369€","1,469€","1,299€"
"Cádiz","REPSOL","CARRETERA A-2001 KM. 5, PUERTO DE SANTA MARIA (EL)","1,379€","€","1,309€"
"Cádiz","REPSOL","AVENIDA VIRGEN DE EUROPA, S/N, ALGECIRAS","1,399€","1,519€","1,329€"
"Cádiz","REPSOL","CARRETERA P-603 M.D. KM. 1, PUERTO DE SANTA MARIA (EL)","1,369€","1,509€","1,319€"
"Cádiz","REPSOL","CALLE GONZALO SANCHEZ FUENTES, 2, CONIL DE LA FRONTERA","1,389€","1,489€","1,319€"
"Cádiz","REPSOL","CARRETERA A-384 KM 23,600 KM. 23,600, VILLAMARTIN","1,399€","1,539€","1,299€"
"Cádiz","REPSOL","AVENIDA DE LA ILUSTRACION, 1, CADIZ","1,389€","1,489€","1,299€"
"Cádiz","REPSOL","AVENIDA ALCALDE CANTOS ROPERO, S/N, JEREZ DE LA FRONTERA","1,369€","1,469€","1,299€"
"Cádiz","REPSOL","AUTOVIA A-381 KM. 2,5, JEREZ DE LA FRONTERA","1,395€","€","1,309€"
"Cádiz","REPSOL","CR C-441 64,1, SANLUCAR DE BARRAMEDA","1,379€","1,499€","1,269€"
"Cádiz","REPOSTA S. FERNANDO","CALLE MECANICOS, 10, SAN FERNANDO","1,339€","€","1,269€"
"Cádiz","REPOSTA JEREZ","CARRETERA MADRID CADIZ KM. 15, JEREZ DE LA FRONTERA","1,339€","€","1,269€"
"Cádiz","REPOSTA CHICLANA","AVENIDA MUEBLE DEL, 28, CHICLANA DE LA FRONTERA","1,339€","€","1,269€"
"Cádiz","REPOSTA ARCOS","CALLE SOLEÁ, 902, ARCOS DE LA FRONTERA","1,339€","€","1,259€"
"Cádiz","RADIOTAXI","CALLE CHICLANA, S/N, CADIZ","€","€","1,267€"
"Cádiz","QP QUALITY PETROLEUM","CALLE REMACHADORES, 2, SAN FERNANDO","1,339€","€","1,249€"
"Cádiz","Q8EASY","CALLE EL PALMAR, 3, PUERTO DE SANTA MARIA (EL)","1,369€","€","1,269€"
"Cádiz","PISTOIL VEJER","POLIGONO CAÑADA ANCHA, 25, CAÑADA ANCHA","1,325€","€","1,265€"
"Cádiz","PETROLIFEROS DE TAHIVILLA","CALLE PI TAHIVILLA, 1,2, TAHIVILLA","1,389€","€","1,319€"
"Cádiz","PETROLIA","AVENIDA DE LA MUSICA, 8, CONIL DE LA FRONTERA","1,355€","€","1,279€"
"Cádiz","PETROL & GO (TRES CAMINOS)","AVENIDA DE LA MOJARRA, 16, TRES CAMINOS","1,115€","€","0,995€"
"Cádiz","PETROL & GO (TRES CAMINOS)","AVENIDA MOJARRA, 16, PUERTO REAL","1,329€","€","1,249€"
"Cádiz","PETROL & GO","CARRETERA CHIPIONA (DE) KM. 0,5, SANLUCAR DE BARRAMEDA","1,339€","€","1,269€"
"Cádiz","OCTANPLUS S.L. AGLA","CARRETERA CARRETERA COMARCAL 233 KM. 5,8, LINEA LA CONCEPCION (LA)","1,328€","1,398€","1,238€"
"Cádiz","MR.GAS","POLIGONO EL OLIVAR, PARCELA 5.1, 5.1, BARBATE","1,349€","€","1,259€"
"Cádiz","MEROIL","CARRETERA SEVILLA-RONDA A-375 KM. 38,500, PUERTO SERRANO","1,329€","€","1,229€"
"Cádiz","LIBRE","A-2003 km 25,5, JEREZ DE LA FRONTERA","1,379€","€","1,289€"
"Cádiz","LIBRE","CARRETERA A-471 KM. 54, JEREZ DE LA FRONTERA","1,397€","1,497€","1,337€"
"Cádiz","LAVAOIL","CAMINO HUERTA PITON, 1, CHICLANA DE LA FRONTERA","1,329€","€","1,249€"
"Cádiz","LAS MARISMAS DE ROTA (L.M.R.)","CARRETERA A-491 KM. 11,200, ROTA","1,389€","1,509€","1,309€"
"Cádiz","LA VICTORIA","AVENIDA RAFAEL ALBERTI, S/N, PUERTO DE SANTA MARIA (EL)","1,409€","1,552€","1,329€"
"Cádiz","LA PUNTILLA","AVENIDA MENESTEO, SN, PUERTO DE SANTA MARIA (EL)","1,389€","1,509€","1,309€"
"Cádiz","JIMENOIL","AVENIDA LOS DEPORTES, 67, ANGELES (LOS)","1,309€","€","1,245€"
"Cádiz","HEMEGAS","AVENIDA ARCOS, 55, VILLAMARTIN","1,339€","€","1,239€"
"Cádiz","HEMEGAS","CALLE ALGECIRAS, 4, CADIZ","1,339€","€","1,249€"
"Cádiz","GRUPO CRIADO","CARRETERA N-IV KM. 653,2, PUERTO DE SANTA MARIA (EL)","1,359€","1,379€","1,264€"
"Cádiz","GO UBRIQUE","CALLE REPUJADORES, 2, UBRIQUE","1,299€","€","1,229€"
"Cádiz","GAS RUNNER","AVENIDA DEL PUERTO, S/N, ALGECIRAS","1,315€","€","1,225€"
"Cádiz","GARRUCHO","N 342 km 26.8, ARCOS DE LA FRONTERA","1,329€","€","1,249€"
"Cádiz","GARRUCHO","N 342 km 26.8, ARCOS DE LA FRONTERA","1,129€","€","0,959€"
"Cádiz","GALP ENERGIA","AVENIDA SANLUCAR, , JEREZ DE LA FRONTERA","1,359€","€","1,279€"
"Cádiz","GALP ENERGIA","AVENIDA EUROPA, S/N, JEREZ DE LA FRONTERA","1,359€","1,489€","1,279€"
"Cádiz","GALP","CARRETERA JEREZ-CORTES KM. 32,7, SAN JOSE DEL VALLE","1,389€","€","1,289€"
"Cádiz","GALP","AV. DE SANLUCAR, S/N, JEREZ DE LA FRONTERA","1,189€","1,339€","1,099€"
"Cádiz","GALP","CARRETERA A-373 KM. 0,500, VILLAMARTIN","1,369€","€","1,273€"
"Cádiz","GALP","FERNANDO PORTILLO, JEREZ DE LA FRONTERA","1,389€","€","1,279€"
"Cádiz","GALP","AVENIDA PRADO DE LA FERIA, 6, MEDINA-SIDONIA","1,379€","€","1,299€"
"Cádiz","GALP","AVENIDA ARCOS C/V CALLE LAGUNA, S/N, JEREZ DE LA FRONTERA","1,379€","1,489€","1,279€"
"Cádiz","GALP","CARRETERA A-381 KM. 17, JEREZ DE LA FRONTERA","1,379€","1,489€","1,279€"
"Cádiz","GALP","CARRETERA EL BOSQUE-ARCOS KM. 0,5, BOSQUE (EL)","1,375€","€","1,285€"
"Cádiz","GALP","CARRETERA CA-393 VEJER-BARBATE KM. 95,7, BARBATE","1,384€","€","1,319€"
"Cádiz","GALP","CARRETERA ANTIGUA N-IV KM. 639,5, JEREZ DE LA FRONTERA","1,374€","1,499€","1,294€"
"Cádiz","GALP","CARRETERA E-5/N-340 KM. 30,277, VEJER DE LA FRONTERA","1,399€","1,489€","1,299€"
"Cádiz","GALP","CARRETERA ANTIGUA N-340 KM. 103,5, ALGECIRAS","1,389€","€","1,254€"
"Cádiz","GACOSUR A3.81","CALLE SUDAFRICA, 134, JEREZ DE LA FRONTERA","1,309€","1,380€","1,239€"
"Cádiz","FULL OIL","AVENIDA ALCALDE CANTOS ROPERO, 89, JEREZ DE LA FRONTERA","1,319€","€","1,249€"
"Cádiz","FUELING","POLIGONO C.C. BAHIA PLAZA, S/N, BARRIOS (LOS)","1,389€","€","1,299€"
"Cádiz","FRII","PASEO VICTORIA EUGENIA, S/N, ALGECIRAS","1,355€","€","1,265€"
"Cádiz","EL GASTOR","CARRETERA CA-0419 KM. S/N, GASTOR (EL)","1,389€","€","1,299€"
"Cádiz","EESS NTRA SRA DE LOS MILAGROS","COLONIA MONTEALGAIDA CL CENTRAL, 9, SANLUCAR DE BARRAMEDA","1,409€","€","1,329€"
"Cádiz","ECONOIL","URBANIZACIÓN LA BALLENA, S/N, COSTA BALLENA","1,359€","€","1,279€"
"Cádiz","ECONOIL","CALLE JARDINERIA, 1, JEREZ DE LA FRONTERA","1,325€","€","1,255€"
"Cádiz","EASYFUEL","URBANIZACIÓN PARCELA 2 DEL SUNC-TU 24 ""CAMINO DEL LOBO 1"", 1, CHICLANA DE LA FRONTERA","1,109€","1,199€","0,999€"
"Cádiz","EASYFUEL","URBANIZACIÓN PARCELA 2 DEL SUNC-TU 24 ""CAMINO DEL LOBO 1"", 1, CHICLANA DE LA FRONTERA","1,355€","1,459€","1,279€"
"Cádiz","E.S.PALMONES","CARRETERA ACCESO A LA TERMICA KM. 0,1, BARRIOS (LOS)","1,359€","1,459€","1,259€"
"Cádiz","E.S.LA BALLENA ALGECIRAS","AVENIDA DEL ESTRECHO, 7, ALGECIRAS","1,328€","€","1,238€"
"Cádiz","E.S.CAMPO DE GIBRALTAR","AVDA.DE LAS INDUSTRIAS, 40, LINEA LA CONCEPCION (LA)","1,359€","1,459€","1,285€"
"Cádiz","E.S.BENALUP","POLIGONO P.I ZAHORÍ, 64, BENALUP","1,381€","€","1,301€"
"Cádiz","E.S. TRES CAMINOS","AVENIDA MOJARRA DE LA, 5, PUERTO REAL","1,329€","€","1,249€"
"Cádiz","E.S. SANTA ANA DE LA JANDA","CTRA. A-2225 km 11, BENALUP","1,381€","€","1,301€"
"Cádiz","E.S. SALADILLO","CARRETERA C.N.340, KM 94,2 MESON PANCHO KM. 94,2, TARIFA","1,388€","1,488€","1,308€"
"Cádiz","E.S. REYCA - AGLA","CARRETERA SAN LUCAR-JEREZ (C-440 KM 1,0) KM. 1, SANLUCAR DE BARRAMEDA","1,359€","1,479€","1,289€"
"Cádiz","E.S. LA LONJA","CARRETERA NACIONAL IV, MUELLE PESQUERO KM. 654, PUERTO DE SANTA MARIA (EL)","1,309€","€","1,229€"
"Cádiz","E.S. LA ALMORAIMA","CARRETERA A-369 KM. 11, ALMORAIMA","1,389€","1,499€","1,299€"
"Cádiz","E.S. BP ROTA","AVENIDA CENTENARIO DE LA AVIACIÓN, 1, ROTA","1,409€","1,549€","1,329€"
"Cádiz","E.S NTRA SRA DEL ROSARIO","POLIGONO CANTARRANAS IND, 1, BORNOS","1,339€","€","1,239€"
"Cádiz","E.S EL BARRIAL S.L","POLIGONO EL BARRIAL SECTOR 10 PARCELA 72, S/N, TREBUJENA","1,419€","1,549€","1,329€"
"Cádiz","DP","SANTO TOMAS DE VILLANUEVA Nº4, VEJER DE LA FRONTERA","1,351€","€","1,261€"
"Cádiz","COOPERATIVA LA FLORIDA","CARRETERA CORTES (DE) KM. 26, BARCA DE LA FLORIDA (LA)","€","€","1,234€"
"Cádiz","CODES","AUTOVIA POL.IND.GUADARRANQUE PARC.9A (N-340 AUTOVIA A-7 (E-15) CADIZ-MADRID SALIDA116 KM. , SAN ROQUE","1,397€","1,506€","1,318€"
"Cádiz","CLC CALIDAD LOW COST","CALLE SEVERO OCHOA, 23, CHICLANA DE LA FRONTERA","1,329€","€","1,249€"
"Cádiz","CLC CALIDAD LOW COST","CALLE ALFRED NOBEL, 9, PUERTO DE SANTA MARIA (EL)","1,309€","€","1,229€"
"Cádiz","CLC CALIDAD LOW COST","CARRETERA ARCOS- ALGAR KM. 16,2, ALGAR","1,389€","€","1,269€"
"Cádiz","CLC","AVENIDA BAHIA DE ALGECIRAS, 2, CHICLANA DE LA FRONTERA","1,329€","€","1,249€"
"Cádiz","CLC","AVENIDA ALCALDE MANUEL DE LA PINTA, 25, CADIZ","1,329€","€","1,249€"
"Cádiz","CEPSA","CARRETERA A-382 KM. 26,8, ARCOS DE LA FRONTERA","1,394€","€","1,314€"
"Cádiz","CEPSA","CALLE LOS ANGELES, 13, JIMENA DE LA FRONTERA","1,399€","1,514€","1,329€"
"Cádiz","CEPSA","CARRETERA N-340 KM. 106, ALGECIRAS","1,389€","1,504€","1,315€"
"Cádiz","CEPSA","CARRETERA N-IV KM. 635, JEREZ DE LA FRONTERA","1,389€","1,504€","1,315€"
"Cádiz","CEPSA","ALAMEDA SOLANO, 18 (N-340A km 5,1), CHICLANA DE LA FRONTERA","1,389€","1,504€","1,309€"
"Cádiz","CEPSA","N-340 km 82,1, TARIFA","1,389€","1,504€","1,309€"
"Cádiz","CEPSA","CARRETERA A-382 KM. 26,8, ARCOS DE LA FRONTERA","1,119€","€","0,989€"
"Cádiz","CEPSA","CARRETERA N-IVA KM. 654, PUERTO DE SANTA MARIA (EL)","1,379€","€","1,307€"
"Cádiz","CEPSA","AUTOVIA AUTOVIA JEREZ-LOS BARRIOS KM. 45, ALCALA DE LOS GAZULES","1,404€","1,519€","1,339€"
"Cádiz","CEPSA","AP-4 (MRG.IZDO.) km 70, JEREZ DE LA FRONTERA","1,404€","1,519€","1,339€"
"Cádiz","CEPSA","CARRETERA CARRETERA JEDULA/ ARCOS DE LA FRA. KM. 1,1, JEDULA","1,399€","€","1,319€"
"Cádiz","CEPSA","AVENIDA MARIA AUXILIADORA, 35, ROTA","1,404€","€","1,319€"
"Cádiz","CEPSA","N-340 km 134, SAN ENRIQUE","1,399€","1,514€","1,319€"
"Cádiz","CEPSA","N-351 km 2, SAN ROQUE","1,173€","1,289€","0,979€"
"Cádiz","CEPSA","CALLE P.I.SALINAS DE SAN JOSE C/ LAGO,PARCELAS 14-3, S/N, PUERTO DE SANTA MARIA (EL)","1,165€","€","1,059€"
"Cádiz","CEPSA","POLIGONO ZABAL BAJO, 6,3, LINEA LA CONCEPCION (LA)","1,389€","1,504€","1,315€"
"Cádiz","CEPSA","C-3331 km 88, SAN ROQUE","1,389€","1,504€","1,315€"
"Cádiz","CEPSA","AVENIDA DIPUTACION, 1, CHIPIONA","1,409€","€","1,339€"
"Cádiz","CEPSA","CALLE TERESA DE CALCUTA, S/N, PUERTO REAL","1,369€","€","1,289€"
"Cádiz","CEPSA","PLAZA DEL PUNTO, 000, MEDINA-SIDONIA","1,394€","1,509€","1,305€"
"Cádiz","CEPSA","CALLE P.I.SALINAS DE SAN JOSE C/ LAGO,PARCELAS 14-3, S/N, PUERTO DE SANTA MARIA (EL)","1,374€","€","1,315€"
"Cádiz","CEPSA","AVENIDA GAITAN AYALA (PUERTO ALGECIRAS-ISLA VERDE), S/N, ALGECIRAS","1,389€","€","1,315€"
"Cádiz","CEPSA","CALLE PERU, 2, PUERTO REAL","1,399€","1,499€","1,319€"
"Cádiz","CEPSA","AVENIDA PUNTA CANDOR, 2, ROTA","1,389€","1,504€","1,305€"
"Cádiz","CEPSA","CARRETERA CARRETERA A-343 KM. 1, VEJER DE LA FRONTERA","€","€","1,334€"
"Cádiz","CEPSA","CARRETERA N-IV KM. 632, JEREZ DE LA FRONTERA","1,409€","1,519€","1,319€"
"Cádiz","CEPSA","CALLE PUERTO REAL, S/N -ZONA FRANCA CADIZ, S/N, CADIZ","1,389€","1,504€","1,309€"
"Cádiz","CEPSA","CARRETERA N-IVA KM. 680, SAN FERNANDO","1,369€","€","1,309€"
"Cádiz","CEPSA","CARRETERA A-480 KM. 24,1, CHIPIONA","1,389€","1,504€","1,325€"
"Cádiz","CEPSA","PLAZA REYES CATOLICOS, 3, BARBATE","1,399€","€","1,335€"
"Cádiz","CEPSA","CARRETERA N-340 KM. 110,8, BARRIOS (LOS)","1,379€","1,494€","1,284€"
"Cádiz","CEPSA","CARRETERA N-340 KM. 36,600, VEJER DE LA FRONTERA","1,394€","€","1,330€"
"Cádiz","CEPSA","AVENIDA DE LA ESTACION, S/N, CHIPIONA","1,409€","€","1,339€"
"Cádiz","CEPSA","CARRETERA N-340 KM. 110,8, BARRIOS (LOS)","1,399€","1,514€","1,325€"
"Cádiz","CEPSA","CARRETERA C-344 KM. 53, GRAZALEMA","1,394€","€","1,330€"
"Cádiz","CEPSA","AVDA. PUENTE ZUAZO, S/N (N-IVA km 677), SAN FERNANDO","1,399€","€","1,319€"
"Cádiz","CEPSA","CARRETERA BARROSA-CHICLANA DE LA FRONTERA-SANCTI PETRI KM. 2,5, CHICLANA DE LA FRONTERA","1,389€","1,504€","1,309€"
"Cádiz","CEPSA","AP-4 (MRG.DCHO.) km 70, JEREZ DE LA FRONTERA","1,404€","1,519€","1,339€"
"Cádiz","CEPSA","N-351 km 2, SAN ROQUE","1,389€","1,504€","1,315€"
